episode,alpha_emp,A1_action,A2_action,A3_action,A4_action,r1,r2,r3,r4,r1_shaped,r2_shaped,r3_shaped,r4_shaped,epsilon_A1,epsilon_A2,epsilon_A3,epsilon_A4,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
20,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.9046,0.9046,0.9046,0.9046,7.0,0,,
21,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.9001,0.9001,0.9001,0.9001,7.0,0,,
22,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.8956,0.8956,0.8956,0.8956,11.0,0,,
23,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.8911,0.8911,0.8911,0.8911,7.0,0,,
24,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.8867,0.8867,0.8867,0.8867,8.0,0,,
25,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.8822,0.8822,0.8822,0.8822,8.0,0,,
26,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.8778,0.8778,0.8778,0.8778,7.0,0,,
27,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,0.8734,0.8734,0.8734,0.8734,8.0,0,,
28,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.8691,0.8691,0.8691,0.8691,11.0,0,,
29,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.8647,0.8647,0.8647,0.8647,7.0,0,,
30,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.8604,0.8604,0.8604,0.8604,11.0,0,,
31,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.8561,0.8561,0.8561,0.8561,8.0,0,,
32,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.8518,0.8518,0.8518,0.8518,11.0,0,,
33,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.8475,0.8475,0.8475,0.8475,7.0,0,,
34,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.8433,0.8433,0.8433,0.8433,11.0,0,,
35,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.8391,0.8391,0.8391,0.8391,11.0,0,,
36,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.8349,0.8349,0.8349,0.8349,11.0,0,,
37,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.8307,0.8307,0.8307,0.8307,8.0,0,,
38,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.8266,0.8266,0.8266,0.8266,11.0,0,,
39,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.8224,0.8224,0.8224,0.8224,11.0,0,,
40,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.8183,0.8183,0.8183,0.8183,7.0,0,,
41,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.8142,0.8142,0.8142,0.8142,8.0,0,,
42,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.8102,0.8102,0.8102,0.8102,11.0,0,,
43,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.8061,0.8061,0.8061,0.8061,11.0,0,,
44,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.8021,0.8021,0.8021,0.8021,8.0,0,,
45,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.7981,0.7981,0.7981,0.7981,8.0,0,,
46,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.7941,0.7941,0.7941,0.7941,8.0,0,,
47,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7901,0.7901,0.7901,0.7901,7.0,0,,
48,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.7862,0.7862,0.7862,0.7862,7.0,0,,
49,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,0.7822,0.7822,0.7822,0.7822,8.0,0,,
50,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.7783,0.7783,0.7783,0.7783,8.0,0,,
51,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.7744,0.7744,0.7744,0.7744,8.0,0,,
52,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.7705,0.7705,0.7705,0.7705,8.0,0,,
53,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.7667,0.7667,0.7667,0.7667,11.0,0,,
54,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.7629,0.7629,0.7629,0.7629,8.0,0,,
55,1.0,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.759,0.759,0.759,0.759,8.0,0,,
56,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.7553,0.7553,0.7553,0.7553,8.0,0,,
57,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.7515,0.7515,0.7515,0.7515,11.0,0,,
58,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.7477,0.7477,0.7477,0.7477,7.0,0,,
59,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,0.744,0.744,0.744,0.744,8.0,0,,
60,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.7403,0.7403,0.7403,0.7403,7.0,0,,
61,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.7366,0.7366,0.7366,0.7366,8.0,0,,
62,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.7329,0.7329,0.7329,0.7329,8.0,0,,
63,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.7292,0.7292,0.7292,0.7292,7.0,0,,
64,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.7256,0.7256,0.7256,0.7256,11.0,0,,
65,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7219,0.7219,0.7219,0.7219,16.0,1,,
66,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.7183,0.7183,0.7183,0.7183,8.0,0,,
67,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.7147,0.7147,0.7147,0.7147,11.0,0,,
68,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.7112,0.7112,0.7112,0.7112,11.0,0,,
69,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.7076,0.7076,0.7076,0.7076,8.0,0,,
70,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,0.7041,0.7041,0.7041,0.7041,8.0,0,,
71,1.0,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.7005,0.7005,0.7005,0.7005,8.0,0,,
72,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.697,0.697,0.697,0.697,8.0,0,,
73,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.6936,0.6936,0.6936,0.6936,11.0,0,,
74,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.6901,0.6901,0.6901,0.6901,11.0,0,,
75,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.6866,0.6866,0.6866,0.6866,11.0,0,,
76,1.0,H,H,H,H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6832,0.6832,0.6832,0.6832,8.0,0,,
77,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.6798,0.6798,0.6798,0.6798,8.0,0,,
78,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6764,0.6764,0.6764,0.6764,16.0,1,,
79,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.673,0.673,0.673,0.673,7.0,0,,
80,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6696,0.6696,0.6696,0.6696,7.0,0,,
81,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.6663,0.6663,0.6663,0.6663,8.0,0,,
82,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.663,0.663,0.663,0.663,8.0,0,,
83,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.6597,0.6597,0.6597,0.6597,11.0,0,,
84,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.6564,0.6564,0.6564,0.6564,8.0,0,,
85,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6531,0.6531,0.6531,0.6531,16.0,1,,
86,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6498,0.6498,0.6498,0.6498,16.0,1,,
87,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.6466,0.6466,0.6466,0.6466,7.0,0,,
88,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.6433,0.6433,0.6433,0.6433,8.0,0,,
89,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.6401,0.6401,0.6401,0.6401,11.0,0,,
90,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6369,0.6369,0.6369,0.6369,16.0,1,,
91,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.6337,0.6337,0.6337,0.6337,8.0,0,,
92,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.6306,0.6306,0.6306,0.6306,11.0,0,,
93,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.6274,0.6274,0.6274,0.6274,8.0,0,,
94,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.6243,0.6243,0.6243,0.6243,8.0,0,,
95,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.6211,0.6211,0.6211,0.6211,16.0,1,,
96,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.618,0.618,0.618,0.618,11.0,0,,
97,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.6149,0.6149,0.6149,0.6149,11.0,0,,
98,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.6119,0.6119,0.6119,0.6119,7.0,0,,
99,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.6088,0.6088,0.6088,0.6088,8.0,0,,
100,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.6058,0.6058,0.6058,0.6058,11.0,0,0.07,9.23
101,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.6027,0.6027,0.6027,0.6027,11.0,0,0.07,9.23
102,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.5997,0.5997,0.5997,0.5997,8.0,0,0.07,9.23
103,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.5967,0.5967,0.5967,0.5967,8.0,0,0.06,9.15
104,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.5937,0.5937,0.5937,0.5937,8.0,0,0.06,9.12
105,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.5908,0.5908,0.5908,0.5908,8.0,0,0.06,9.12
106,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.5878,0.5878,0.5878,0.5878,16.0,1,0.07,9.2
107,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.5849,0.5849,0.5849,0.5849,7.0,0,0.07,9.16
108,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.582,0.582,0.582,0.582,8.0,0,0.07,9.16
109,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.579,0.579,0.579,0.579,8.0,0,0.07,9.16
110,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.5762,0.5762,0.5762,0.5762,8.0,0,0.07,9.16
111,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.5733,0.5733,0.5733,0.5733,8.0,0,0.07,9.16
112,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5704,0.5704,0.5704,0.5704,7.0,0,0.07,9.16
113,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,0.5676,0.5676,0.5676,0.5676,8.0,0,0.07,9.17
114,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5647,0.5647,0.5647,0.5647,7.0,0,0.07,9.16
115,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.5619,0.5619,0.5619,0.5619,7.0,0,0.07,9.12
116,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.5591,0.5591,0.5591,0.5591,11.0,0,0.07,9.16
117,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.5563,0.5563,0.5563,0.5563,8.0,0,0.07,9.16
118,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.5535,0.5535,0.5535,0.5535,11.0,0,0.07,9.19
119,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.5507,0.5507,0.5507,0.5507,8.0,0,0.07,9.2
120,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.548,0.548,0.548,0.548,8.0,0,0.07,9.21
121,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.5452,0.5452,0.5452,0.5452,8.0,0,0.07,9.22
122,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.5425,0.5425,0.5425,0.5425,11.0,0,0.07,9.22
123,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.5398,0.5398,0.5398,0.5398,8.0,0,0.07,9.23
124,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,0.5371,0.5371,0.5371,0.5371,8.0,0,0.07,9.23
125,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5344,0.5344,0.5344,0.5344,7.0,0,0.07,9.22
126,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5318,0.5318,0.5318,0.5318,7.0,0,0.07,9.22
127,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.5291,0.5291,0.5291,0.5291,11.0,0,0.07,9.25
128,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.5264,0.5264,0.5264,0.5264,11.0,0,0.07,9.25
129,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5238,0.5238,0.5238,0.5238,7.0,0,0.07,9.25
130,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.5212,0.5212,0.5212,0.5212,11.0,0,0.07,9.25
131,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.5186,0.5186,0.5186,0.5186,7.0,0,0.07,9.24
132,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.516,0.516,0.516,0.516,11.0,0,0.07,9.24
133,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5134,0.5134,0.5134,0.5134,7.0,0,0.07,9.24
134,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.5108,0.5108,0.5108,0.5108,7.0,0,0.07,9.2
135,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.5083,0.5083,0.5083,0.5083,8.0,0,0.07,9.17
136,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,0.5058,0.5058,0.5058,0.5058,8.0,0,0.07,9.14
137,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.5032,0.5032,0.5032,0.5032,7.0,0,0.07,9.13
138,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.5007,0.5007,0.5007,0.5007,8.0,0,0.07,9.1
139,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.4982,0.4982,0.4982,0.4982,11.0,0,0.07,9.1
140,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,0.4957,0.4957,0.4957,0.4957,8.0,0,0.07,9.11
141,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.4932,0.4932,0.4932,0.4932,11.0,0,0.07,9.14
142,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.4908,0.4908,0.4908,0.4908,7.0,0,0.07,9.1
143,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.4883,0.4883,0.4883,0.4883,7.0,0,0.07,9.06
144,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,0.4859,0.4859,0.4859,0.4859,8.0,0,0.07,9.06
145,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.4834,0.4834,0.4834,0.4834,11.0,0,0.07,9.09
146,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.481,0.481,0.481,0.481,16.0,1,0.08,9.17
147,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.4786,0.4786,0.4786,0.4786,8.0,0,0.08,9.18
148,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.4762,0.4762,0.4762,0.4762,7.0,0,0.08,9.18
149,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.4738,0.4738,0.4738,0.4738,11.0,0,0.08,9.21
150,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,2.6667,1.3333,1.3333,2.6667,0.4715,0.4715,0.4715,0.4715,8.0,0,0.08,9.21
151,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,0.4691,0.4691,0.4691,0.4691,7.0,0,0.08,9.2
152,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.4668,0.4668,0.4668,0.4668,11.0,0,0.08,9.23
153,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.4644,0.4644,0.4644,0.4644,11.0,0,0.08,9.23
154,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.4621,0.4621,0.4621,0.4621,8.0,0,0.08,9.23
155,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,0.4598,0.4598,0.4598,0.4598,11.0,0,0.08,9.26
156,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.4575,0.4575,0.4575,0.4575,7.0,0,0.08,9.25
157,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,0.4552,0.4552,0.4552,0.4552,11.0,0,0.08,9.25
158,1.0,S,S,S,S,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.4529,0.4529,0.4529,0.4529,16.0,1,0.09,9.34
159,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,2.6667,0.4507,0.4507,0.4507,0.4507,11.0,0,0.09,9.37
160,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,0.4484,0.4484,0.4484,0.4484,7.0,0,0.09,9.37
161,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,2.6667,2.6667,2.6667,3.0,0.4462,0.4462,0.4462,0.4462,11.0,0,0.09,9.4
162,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,2.3333,0.444,0.444,0.444,0.444,7.0,0,0.09,9.39
163,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,2.3333,0.0,2.3333,2.3333,0.4417,0.4417,0.4417,0.4417,7.0,0,0.09,9.39
164,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.4395,0.4395,0.4395,0.4395,8.0,0,0.09,9.36
165,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,0.4373,0.4373,0.4373,0.4373,8.0,0,0.08,9.28
166,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,1.3333,2.6667,0.4351,0.4351,0.4351,0.4351,8.0,0,0.08,9.28
