episode,alpha_emp,A_action,B_action,r1,r2,r1_shaped,r2_shaped,total_reward,epsilon_A,epsilon_B,coop_flag,moving_avg_coop,moving_avg_total_reward
95,1.0,C,D,0,5,0.0,5.0,5,0.6211445383053219,0.6211445383053219,0,,
96,1.0,C,D,0,5,0.0,5.0,5,0.6180388156137953,0.6180388156137953,0,,
97,1.0,C,C,3,3,3.0,3.0,6,0.6149486215357263,0.6149486215357263,1,,
98,1.0,D,C,5,0,5.0,0.0,5,0.6118738784280476,0.6118738784280476,0,,
99,1.0,C,C,3,3,3.0,3.0,6,0.6088145090359074,0.6088145090359074,1,,
100,1.0,D,D,1,1,1.0,1.0,2,0.6057704364907278,0.6057704364907278,0,0.24,4.34
101,1.0,D,D,1,1,1.0,1.0,2,0.6027415843082742,0.6027415843082742,0,0.23,4.3
102,1.0,C,D,0,5,0.0,5.0,5,0.5997278763867329,0.5997278763867329,0,0.23,4.3
103,1.0,C,C,3,3,3.0,3.0,6,0.5967292370047992,0.5967292370047992,1,0.23,4.3
104,1.0,D,C,5,0,5.0,0.0,5,0.5937455908197752,0.5937455908197752,0,0.23,4.3
105,1.0,C,D,0,5,0.0,5.0,5,0.5907768628656763,0.5907768628656763,0,0.23,4.3
106,1.0,C,D,0,5,0.0,5.0,5,0.5878229785513479,0.5878229785513479,0,0.23,4.3
107,1.0,D,D,1,1,1.0,1.0,2,0.5848838636585911,0.5848838636585911,0,0.22,4.26
108,1.0,C,D,0,5,0.0,5.0,5,0.5819594443402982,0.5819594443402982,0,0.22,4.26
109,1.0,C,C,3,3,3.0,3.0,6,0.5790496471185967,0.5790496471185967,1,0.23,4.27
110,1.0,D,D,1,1,1.0,1.0,2,0.5761543988830038,0.5761543988830038,0,0.23,4.24
111,1.0,D,D,1,1,1.0,1.0,2,0.5732736268885887,0.5732736268885887,0,0.23,4.21
112,1.0,D,C,5,0,5.0,0.0,5,0.5704072587541458,0.5704072587541458,0,0.23,4.24
113,1.0,D,D,1,1,1.0,1.0,2,0.567555222460375,0.567555222460375,0,0.23,4.21
114,1.0,C,D,0,5,0.0,5.0,5,0.5647174463480732,0.5647174463480732,0,0.22,4.2
115,1.0,D,D,1,1,1.0,1.0,2,0.5618938591163328,0.5618938591163328,0,0.21,4.16
116,1.0,C,D,0,5,0.0,5.0,5,0.5590843898207511,0.5590843898207511,0,0.21,4.19
117,1.0,C,D,0,5,0.0,5.0,5,0.5562889678716474,0.5562889678716474,0,0.21,4.19
118,1.0,C,D,0,5,0.0,5.0,5,0.5535075230322891,0.5535075230322891,0,0.21,4.19
119,1.0,C,D,0,5,0.0,5.0,5,0.5507399854171277,0.5507399854171277,0,0.21,4.22
120,1.0,C,D,0,5,0.0,5.0,5,0.547986285490042,0.547986285490042,0,0.21,4.22
121,1.0,C,D,0,5,0.0,5.0,5,0.5452463540625918,0.5452463540625918,0,0.21,4.25
122,1.0,C,D,0,5,0.0,5.0,5,0.5425201222922789,0.5425201222922789,0,0.21,4.25
123,1.0,C,C,3,3,3.0,3.0,6,0.5398075216808175,0.5398075216808175,1,0.22,4.26
124,1.0,D,D,1,1,1.0,1.0,2,0.5371084840724134,0.5371084840724134,0,0.21,4.22
125,1.0,D,C,5,0,5.0,0.0,5,0.5344229416520513,0.5344229416520513,0,0.2,4.21
126,1.0,D,D,1,1,1.0,1.0,2,0.531750826943791,0.531750826943791,0,0.2,4.21
127,1.0,C,C,3,3,3.0,3.0,6,0.5290920728090721,0.5290920728090721,1,0.21,4.22
128,1.0,D,D,1,1,1.0,1.0,2,0.5264466124450268,0.5264466124450268,0,0.21,4.19
129,1.0,D,D,1,1,1.0,1.0,2,0.5238143793828016,0.5238143793828016,0,0.21,4.19
130,1.0,D,C,5,0,5.0,0.0,5,0.5211953074858876,0.5211953074858876,0,0.2,4.18
131,1.0,D,D,1,1,1.0,1.0,2,0.5185893309484582,0.5185893309484582,0,0.2,4.15
132,1.0,C,C,3,3,3.0,3.0,6,0.5159963842937159,0.5159963842937159,1,0.2,4.15
133,1.0,D,D,1,1,1.0,1.0,2,0.5134164023722473,0.5134164023722473,0,0.2,4.15
134,1.0,D,D,1,1,1.0,1.0,2,0.510849320360386,0.510849320360386,0,0.19,4.11
135,1.0,D,D,1,1,1.0,1.0,2,0.5082950737585841,0.5082950737585841,0,0.18,4.07
136,1.0,D,D,1,1,1.0,1.0,2,0.5057535983897912,0.5057535983897912,0,0.18,4.04
137,1.0,C,D,0,5,0.0,5.0,5,0.5032248303978422,0.5032248303978422,0,0.18,4.07
138,1.0,C,D,0,5,0.0,5.0,5,0.500708706245853,0.500708706245853,0,0.18,4.07
139,1.0,C,D,0,5,0.0,5.0,5,0.4982051627146237,0.4982051627146237,0,0.17,4.06
140,1.0,C,D,0,5,0.0,5.0,5,0.49571413690105054,0.49571413690105054,0,0.17,4.06
141,1.0,C,D,0,5,0.0,5.0,5,0.4932355662165453,0.4932355662165453,0,0.17,4.09
142,1.0,C,D,0,5,0.0,5.0,5,0.4907693883854626,0.4907693883854626,0,0.17,4.12
143,1.0,C,D,0,5,0.0,5.0,5,0.4883155414435353,0.4883155414435353,0,0.16,4.11
144,1.0,C,D,0,5,0.0,5.0,5,0.4858739637363176,0.4858739637363176,0,0.16,4.14
145,1.0,C,C,3,3,3.0,3.0,6,0.483444593917636,0.483444593917636,1,0.17,4.18
146,1.0,C,C,3,3,3.0,3.0,6,0.4810273709480478,0.4810273709480478,1,0.18,4.22
147,1.0,D,C,5,0,5.0,0.0,5,0.47862223409330756,0.47862223409330756,0,0.18,4.22
148,1.0,D,D,1,1,1.0,1.0,2,0.47622912292284103,0.47622912292284103,0,0.18,4.19
149,1.0,D,D,1,1,1.0,1.0,2,0.4738479773082268,0.4738479773082268,0,0.18,4.19
150,1.0,D,D,1,1,1.0,1.0,2,0.47147873742168567,0.47147873742168567,0,0.18,4.16
151,1.0,D,D,1,1,1.0,1.0,2,0.46912134373457726,0.46912134373457726,0,0.17,4.12
152,1.0,C,C,3,3,3.0,3.0,6,0.46677573701590436,0.46677573701590436,1,0.17,4.12
153,1.0,C,C,3,3,3.0,3.0,6,0.46444185833082485,0.46444185833082485,1,0.18,4.16
154,1.0,C,D,0,5,0.0,5.0,5,0.46211964903917074,0.46211964903917074,0,0.17,4.15
155,1.0,C,D,0,5,0.0,5.0,5,0.4598090507939749,0.4598090507939749,0,0.17,4.18
156,1.0,D,C,5,0,5.0,0.0,5,0.457510005540005,0.457510005540005,0,0.17,4.18
157,1.0,D,C,5,0,5.0,0.0,5,0.45522245551230495,0.45522245551230495,0,0.17,4.18
158,1.0,D,C,5,0,5.0,0.0,5,0.4529463432347434,0.4529463432347434,0,0.17,4.21
159,1.0,C,C,3,3,3.0,3.0,6,0.4506816115185697,0.4506816115185697,1,0.18,4.22
160,1.0,D,D,1,1,1.0,1.0,2,0.4484282034609769,0.4484282034609769,0,0.18,4.22
161,1.0,D,D,1,1,1.0,1.0,2,0.446186062443672,0.446186062443672,0,0.18,4.19
162,1.0,D,D,1,1,1.0,1.0,2,0.4439551321314536,0.4439551321314536,0,0.18,4.19
163,1.0,D,C,5,0,5.0,0.0,5,0.4417353564707963,0.4417353564707963,0,0.18,4.19
164,1.0,D,C,5,0,5.0,0.0,5,0.43952667968844233,0.43952667968844233,0,0.18,4.22
165,1.0,D,C,5,0,5.0,0.0,5,0.43732904629000013,0.43732904629000013,0,0.18,4.22
166,1.0,C,D,0,5,0.0,5.0,5,0.4351424010585501,0.4351424010585501,0,0.18,4.22
167,1.0,C,D,0,5,0.0,5.0,5,0.43296668905325736,0.43296668905325736,0,0.17,4.21
168,1.0,C,D,0,5,0.0,5.0,5,0.43080185560799106,0.43080185560799106,0,0.16,4.2
169,1.0,D,D,1,1,1.0,1.0,2,0.4286478463299511,0.4286478463299511,0,0.15,4.16
170,1.0,D,D,1,1,1.0,1.0,2,0.42650460709830135,0.42650460709830135,0,0.15,4.13
171,1.0,D,D,1,1,1.0,1.0,2,0.42437208406280985,0.42437208406280985,0,0.15,4.13
172,1.0,D,D,1,1,1.0,1.0,2,0.4222502236424958,0.4222502236424958,0,0.15,4.13
173,1.0,D,D,1,1,1.0,1.0,2,0.42013897252428334,0.42013897252428334,0,0.15,4.13
174,1.0,C,D,0,5,0.0,5.0,5,0.4180382776616619,0.4180382776616619,0,0.14,4.12
175,1.0,D,D,1,1,1.0,1.0,2,0.4159480862733536,0.4159480862733536,0,0.13,4.08
176,1.0,D,D,1,1,1.0,1.0,2,0.41386834584198684,0.41386834584198684,0,0.13,4.08
177,1.0,D,D,1,1,1.0,1.0,2,0.4117990041127769,0.4117990041127769,0,0.13,4.08
178,1.0,D,D,1,1,1.0,1.0,2,0.40974000909221303,0.40974000909221303,0,0.13,4.05
179,1.0,D,D,1,1,1.0,1.0,2,0.40769130904675194,0.40769130904675194,0,0.13,4.02
180,1.0,D,D,1,1,1.0,1.0,2,0.40565285250151817,0.40565285250151817,0,0.13,3.99
181,1.0,D,D,1,1,1.0,1.0,2,0.4036245882390106,0.4036245882390106,0,0.13,3.96
182,1.0,D,D,1,1,1.0,1.0,2,0.4016064652978155,0.4016064652978155,0,0.13,3.96
183,1.0,C,D,0,5,0.0,5.0,5,0.3995984329713264,0.3995984329713264,0,0.13,3.96
184,1.0,D,C,5,0,5.0,0.0,5,0.3976004408064698,0.3976004408064698,0,0.13,3.99
185,1.0,D,C,5,0,5.0,0.0,5,0.39561243860243744,0.39561243860243744,0,0.13,4.02
186,1.0,C,D,0,5,0.0,5.0,5,0.3936343764094253,0.3936343764094253,0,0.13,4.02
187,1.0,D,D,1,1,1.0,1.0,2,0.39166620452737816,0.39166620452737816,0,0.13,4.02
188,1.0,D,D,1,1,1.0,1.0,2,0.3897078735047413,0.3897078735047413,0,0.13,3.99
189,1.0,C,D,0,5,0.0,5.0,5,0.3877593341372176,0.3877593341372176,0,0.13,3.99
190,1.0,D,D,1,1,1.0,1.0,2,0.3858205374665315,0.3858205374665315,0,0.12,3.95
191,1.0,D,D,1,1,1.0,1.0,2,0.38389143477919885,0.38389143477919885,0,0.12,3.92
192,1.0,D,D,1,1,1.0,1.0,2,0.3819719776053028,0.3819719776053028,0,0.12,3.89
193,1.0,D,D,1,1,1.0,1.0,2,0.3800621177172763,0.3800621177172763,0,0.12,3.86
194,1.0,D,D,1,1,1.0,1.0,2,0.37816180712868996,0.37816180712868996,0,0.12,3.83
195,1.0,C,C,3,3,3.0,3.0,6,0.37627099809304654,0.37627099809304654,1,0.13,3.84
196,1.0,D,C,5,0,5.0,0.0,5,0.3743896431025813,0.3743896431025813,0,0.13,3.84
197,1.0,D,D,1,1,1.0,1.0,2,0.37251769488706843,0.37251769488706843,0,0.12,3.8
198,1.0,D,D,1,1,1.0,1.0,2,0.3706551064126331,0.3706551064126331,0,0.12,3.77
199,1.0,D,C,5,0,5.0,0.0,5,0.36880183088056995,0.36880183088056995,0,0.11,3.76
200,1.0,D,C,5,0,5.0,0.0,5,0.3669578217261671,0.3669578217261671,0,0.11,3.79
201,1.0,C,D,0,5,0.0,5.0,5,0.36512303261753626,0.36512303261753626,0,0.11,3.82
202,1.0,D,D,1,1,1.0,1.0,2,0.3632974174544486,0.3632974174544486,0,0.11,3.79
203,1.0,D,D,1,1,1.0,1.0,2,0.3614809303671764,0.3614809303671764,0,0.1,3.75
204,1.0,D,D,1,1,1.0,1.0,2,0.3596735257153405,0.3596735257153405,0,0.1,3.72
205,1.0,D,D,1,1,1.0,1.0,2,0.3578751580867638,0.3578751580867638,0,0.1,3.69
206,1.0,D,D,1,1,1.0,1.0,2,0.35608578229633,0.35608578229633,0,0.1,3.66
207,1.0,D,D,1,1,1.0,1.0,2,0.3543053533848483,0.3543053533848483,0,0.1,3.66
208,1.0,D,D,1,1,1.0,1.0,2,0.35253382661792404,0.35253382661792404,0,0.1,3.63
209,1.0,D,D,1,1,1.0,1.0,2,0.3507711574848344,0.3507711574848344,0,0.09,3.59
210,1.0,C,D,0,5,0.0,5.0,5,0.34901730169741024,0.34901730169741024,0,0.09,3.62
211,1.0,D,C,5,0,5.0,0.0,5,0.3472722151889232,0.3472722151889232,0,0.09,3.65
212,1.0,C,D,0,5,0.0,5.0,5,0.3455358541129786,0.3455358541129786,0,0.09,3.65
213,1.0,D,D,1,1,1.0,1.0,2,0.3438081748424137,0.3438081748424137,0,0.09,3.65
214,1.0,D,D,1,1,1.0,1.0,2,0.3420891339682016,0.3420891339682016,0,0.09,3.62
215,1.0,D,C,5,0,5.0,0.0,5,0.3403786882983606,0.3403786882983606,0,0.09,3.65
216,1.0,D,D,1,1,1.0,1.0,2,0.3386767948568688,0.3386767948568688,0,0.09,3.62
217,1.0,D,D,1,1,1.0,1.0,2,0.33698341088258443,0.33698341088258443,0,0.09,3.59
218,1.0,C,D,0,5,0.0,5.0,5,0.3352984938281715,0.3352984938281715,0,0.09,3.59
219,1.0,D,D,1,1,1.0,1.0,2,0.33362200135903064,0.33362200135903064,0,0.09,3.56
220,1.0,C,C,3,3,3.0,3.0,6,0.33195389135223546,0.33195389135223546,1,0.1,3.57
221,1.0,D,D,1,1,1.0,1.0,2,0.3302941218954743,0.3302941218954743,0,0.1,3.54
222,1.0,D,C,5,0,5.0,0.0,5,0.32864265128599696,0.32864265128599696,0,0.1,3.54
223,1.0,D,D,1,1,1.0,1.0,2,0.326999438029567,0.326999438029567,0,0.09,3.5
224,1.0,D,D,1,1,1.0,1.0,2,0.3253644408394192,0.3253644408394192,0,0.09,3.5
225,1.0,D,D,1,1,1.0,1.0,2,0.3237376186352221,0.3237376186352221,0,0.09,3.47
226,1.0,D,D,1,1,1.0,1.0,2,0.322118930542046,0.322118930542046,0,0.09,3.47
227,1.0,D,D,1,1,1.0,1.0,2,0.32050833588933575,0.32050833588933575,0,0.08,3.43
228,1.0,D,D,1,1,1.0,1.0,2,0.31890579420988907,0.31890579420988907,0,0.08,3.43
229,1.0,D,C,5,0,5.0,0.0,5,0.3173112652388396,0.3173112652388396,0,0.08,3.46
230,1.0,D,D,1,1,1.0,1.0,2,0.3157247089126454,0.3157247089126454,0,0.08,3.43
231,1.0,D,D,1,1,1.0,1.0,2,0.3141460853680822,0.3141460853680822,0,0.08,3.43
232,1.0,D,D,1,1,1.0,1.0,2,0.3125753549412418,0.3125753549412418,0,0.07,3.39
233,1.0,C,D,0,5,0.0,5.0,5,0.31101247816653554,0.31101247816653554,0,0.07,3.42
234,1.0,D,D,1,1,1.0,1.0,2,0.30945741577570285,0.30945741577570285,0,0.07,3.42
235,1.0,C,D,0,5,0.0,5.0,5,0.3079101286968243,0.3079101286968243,0,0.07,3.45
236,1.0,D,D,1,1,1.0,1.0,2,0.3063705780533402,0.3063705780533402,0,0.07,3.45
237,1.0,D,D,1,1,1.0,1.0,2,0.30483872516307353,0.30483872516307353,0,0.07,3.42
238,1.0,D,D,1,1,1.0,1.0,2,0.3033145315372582,0.3033145315372582,0,0.07,3.39
239,1.0,D,D,1,1,1.0,1.0,2,0.3017979588795719,0.3017979588795719,0,0.07,3.36
240,1.0,D,D,1,1,1.0,1.0,2,0.30028896908517405,0.30028896908517405,0,0.07,3.33
241,1.0,D,D,1,1,1.0,1.0,2,0.2987875242397482,0.2987875242397482,0,0.07,3.3
242,1.0,D,D,1,1,1.0,1.0,2,0.29729358661854943,0.29729358661854943,0,0.07,3.27
243,1.0,D,D,1,1,1.0,1.0,2,0.29580711868545667,0.29580711868545667,0,0.07,3.24
244,1.0,D,D,1,1,1.0,1.0,2,0.2943280830920294,0.2943280830920294,0,0.07,3.21
245,1.0,D,C,5,0,5.0,0.0,5,0.29285644267656924,0.29285644267656924,0,0.06,3.2
246,1.0,D,C,5,0,5.0,0.0,5,0.2913921604631864,0.2913921604631864,0,0.05,3.19
247,1.0,D,D,1,1,1.0,1.0,2,0.28993519966087045,0.28993519966087045,0,0.05,3.16
248,1.0,D,D,1,1,1.0,1.0,2,0.2884855236625661,0.2884855236625661,0,0.05,3.16
249,1.0,D,D,1,1,1.0,1.0,2,0.28704309604425327,0.28704309604425327,0,0.05,3.16
250,1.0,D,D,1,1,1.0,1.0,2,0.285607880564032,0.285607880564032,0,0.05,3.16
251,1.0,D,D,1,1,1.0,1.0,2,0.28417984116121187,0.28417984116121187,0,0.05,3.16
252,1.0,D,D,1,1,1.0,1.0,2,0.2827589419554058,0.2827589419554058,0,0.04,3.12
253,1.0,D,C,5,0,5.0,0.0,5,0.28134514724562876,0.28134514724562876,0,0.03,3.11
254,1.0,D,D,1,1,1.0,1.0,2,0.2799384215094006,0.2799384215094006,0,0.03,3.08
255,1.0,D,D,1,1,1.0,1.0,2,0.27853872940185365,0.27853872940185365,0,0.03,3.05
256,1.0,D,D,1,1,1.0,1.0,2,0.27714603575484437,0.27714603575484437,0,0.03,3.02
257,1.0,D,C,5,0,5.0,0.0,5,0.2757603055760701,0.2757603055760701,0,0.03,3.02
258,1.0,D,C,5,0,5.0,0.0,5,0.2743815040481898,0.2743815040481898,0,0.03,3.02
259,1.0,D,D,1,1,1.0,1.0,2,0.2730095965279488,0.2730095965279488,0,0.02,2.98
260,1.0,D,D,1,1,1.0,1.0,2,0.27164454854530906,0.27164454854530906,0,0.02,2.98
261,1.0,D,C,5,0,5.0,0.0,5,0.2702863258025825,0.2702863258025825,0,0.02,3.01
262,1.0,D,C,5,0,5.0,0.0,5,0.2689348941735696,0.2689348941735696,0,0.02,3.04
263,1.0,D,C,5,0,5.0,0.0,5,0.26759021970270175,0.26759021970270175,0,0.02,3.04
264,1.0,C,D,0,5,0.0,5.0,5,0.2662522686041882,0.2662522686041882,0,0.02,3.04
265,1.0,D,D,1,1,1.0,1.0,2,0.2649210072611673,0.2649210072611673,0,0.02,3.01
266,1.0,C,D,0,5,0.0,5.0,5,0.26359640222486147,0.26359640222486147,0,0.02,3.01
267,1.0,C,D,0,5,0.0,5.0,5,0.26227842021373715,0.26227842021373715,0,0.02,3.01
268,1.0,D,D,1,1,1.0,1.0,2,0.2609670281126685,0.2609670281126685,0,0.02,2.98
269,1.0,D,D,1,1,1.0,1.0,2,0.25966219297210513,0.25966219297210513,0,0.02,2.98
270,1.0,D,D,1,1,1.0,1.0,2,0.2583638820072446,0.2583638820072446,0,0.02,2.98
271,1.0,D,D,1,1,1.0,1.0,2,0.2570720625972084,0.2570720625972084,0,0.02,2.98
272,1.0,D,D,1,1,1.0,1.0,2,0.25578670228422234,0.25578670228422234,0,0.02,2.98
273,1.0,D,D,1,1,1.0,1.0,2,0.25450776877280124,0.25450776877280124,0,0.02,2.98
274,1.0,D,D,1,1,1.0,1.0,2,0.2532352299289372,0.2532352299289372,0,0.02,2.95
275,1.0,D,D,1,1,1.0,1.0,2,0.2519690537792925,0.2519690537792925,0,0.02,2.95
276,1.0,D,D,1,1,1.0,1.0,2,0.2507092085103961,0.2507092085103961,0,0.02,2.95
277,1.0,C,D,0,5,0.0,5.0,5,0.2494556624678441,0.2494556624678441,0,0.02,2.98
278,1.0,D,C,5,0,5.0,0.0,5,0.24820838415550486,0.24820838415550486,0,0.02,3.01
