step,experiment,type,N,empathy_alpha,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,state,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward,extra_total_extraction,extra_stock_level
656,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
657,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
658,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
659,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
660,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
661,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
662,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
663,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.91,5.91,,
664,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
665,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.9,5.9,,
666,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.9,,
667,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.9,,
668,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
669,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
670,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
671,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
672,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
673,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
674,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
675,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
676,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
677,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
678,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
679,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
680,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
681,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
682,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
683,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
684,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
685,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
686,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
687,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
688,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
689,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
690,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
691,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
692,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
693,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
694,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
695,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
696,pd_N2,matrix,2,0.2,D,C,5.0,0.0,1.0,4.0,0.05,0.05,"('D', 'C')",5.0,0,0.92,5.92,,
697,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
698,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
699,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
700,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
701,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
702,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
703,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
704,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
705,pd_N2,matrix,2,0.2,D,C,5.0,0.0,1.0,4.0,0.05,0.05,"('D', 'C')",5.0,0,0.92,5.92,,
706,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
707,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
708,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
709,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
710,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
711,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
712,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
713,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
714,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
715,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
716,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
717,pd_N2,matrix,2,0.2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,"('D', 'D')",2.0,0,0.91,5.88,,
718,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
719,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
720,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
721,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
722,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
723,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.9,5.87,,
724,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
725,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
726,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
727,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
728,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
729,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
730,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
731,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
732,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.9,5.87,,
733,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
734,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.89,5.86,,
735,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
736,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
737,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
738,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
739,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
740,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
741,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
742,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
743,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
744,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
745,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
746,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
747,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
748,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
749,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
750,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
751,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
752,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
753,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
754,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
755,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
756,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
757,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
758,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
759,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
760,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
761,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
762,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
763,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.9,,
764,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.9,,
765,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
766,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
767,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
768,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
769,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
770,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
771,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
772,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
773,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.91,,
774,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.93,5.9,,
775,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.9,,
776,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.92,5.89,,
777,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
778,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.89,,
779,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.91,5.88,,
780,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
781,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
782,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
783,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
784,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
785,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.9,5.87,,
786,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.89,5.86,,
787,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
788,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
789,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
790,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
791,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
792,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
793,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
794,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
795,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.89,5.86,,
796,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
797,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
798,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
799,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
800,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
801,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
802,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
803,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
804,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.9,5.87,,
805,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
806,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
807,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
808,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
809,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
810,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
811,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
812,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
813,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
814,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
815,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.88,,
816,pd_N2,matrix,2,0.2,C,D,0.0,5.0,4.0,1.0,0.05,0.05,"('C', 'D')",5.0,0,0.9,5.87,,
817,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
818,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
819,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
820,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
821,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
822,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.91,5.91,,
823,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
824,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
825,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
826,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
827,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
828,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
829,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
830,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
831,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.92,5.92,,
832,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
833,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.93,5.93,,
834,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
835,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
836,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
837,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
838,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
839,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
840,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
841,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
842,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
843,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
844,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
845,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
846,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
847,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
848,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
849,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
850,pd_N2,matrix,2,0.2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,"('C', 'C')",6.0,1,0.94,5.94,,
